x y
0.25 0.013304063882324541
0.5 0.022032908051862574
0.75 0.032456077398794025
1.0 0.041300504212535616
1.25 0.04575688704966534
1.5 0.04762041312008878
1.75 0.047968998736343645
2.0 0.04644486986395417
2.25 0.04446275577086742
2.5 0.04173551838768069
2.75 0.03864016999951971
3.0 0.035346983481540285
3.25 0.03219277178915176
3.5 0.0290991462294072
3.75 0.026246429509891495
4.0 0.023980623004234886
4.25 0.02188106944076243
4.5 0.019754237760696722
4.75 0.01786946347313748
5.0 0.016535994278831394
5.25 0.01544142395826835
5.5 0.014273346291938214
5.75 0.013133695294478945
6.0 0.012290945060782056
6.25 0.011531464867211946
6.5 0.010740399486007543
6.75 0.010094913105990299
7.0 0.009658463240498214
7.25 0.009243835868280733
7.5 0.008904438670246755
7.75 0.008595190969500061
8.0 0.00836978758501895
8.25 0.008139789991427396
8.5 0.007905198188725402
8.75 0.007789194408686716
9.0 0.00778431306150687
9.25 0.007886247076144824
9.5 0.00858772537969559
9.75 0.009016709655383206
10.0 0.00856848712904561
10.25 0.007985883986227557
10.5 0.006594125763832728
10.75 0.0053114800078109215
11.0 0.004926140718672514
11.25 0.0045393657391870935
11.5 0.004214899720762056
11.75 0.003972268052116785
12.0 0.0037304977976797215
12.25 0.0034752320539807318
12.5 0.0030910413171199354
12.75 0.002720920345659871
13.0 0.0024780015389451967
13.25 0.0022830347898207715
13.5 0.002080315312822474
13.75 0.0018483077527451021
14.0 0.0016648265263967846
14.25 0.001509771968919333
14.5 0.0013403605079717472
14.75 0.0011956429209927925
15.0 0.0011011744961593082
15.25 0.0010115874185056696
15.5 0.0009708138126504879
15.75 0.000922861755060239
16.0 0.0008413145433498756
16.25 0.0007543117083208612
16.5 0.0006236638867426382
16.75 0.0005131157300226033
17.0 0.0004660250866405625
17.25 0.00043443989900626684
17.5 0.00040457753978838726
17.75 0.0003836164607219911
18.0 0.00037241807601528625
18.25 0.00034829847818546044
18.5 0.00030809914846908413
18.75 0.00027019692330792935
19.0 0.00025526574369898956
19.25 0.0002478001538945197
19.5 0.0002492358442415331
19.75 0.0002555528817683923
20.0 0.0002592856766706272
20.25 0.0002730683040019562
20.5 0.00029087086430492286
20.75 0.0003043663535668492
21.0 0.00031671329055116477
21.25 0.00032475315649444
21.5 0.0003356644031317422
21.75 0.0003612196913085814
22.0 0.00040314184944137383
22.25 0.0004476482501987905
22.5 0.0005001945168994823
22.75 0.0005619292018210603
23.0 0.0006328523049635242
23.25 0.0007428261855447536
23.5 0.0014580871164268493
23.75 0.002083186693516501
24.0 0.0020203034563173123
24.25 0.001899992605237586
24.5 0.0011522850725129866
24.75 0.00046975788154279743
25.0 0.00043817269390850175
25.25 0.0004229543762301593
25.5 0.0004206572716749378
25.75 0.00041032030117644103
26.0 0.0003994090545391389
26.25 0.00038907208404064214
26.5 0.00037672514705632654
26.75 0.000368972419182454
27.0 0.00036523962428021905
27.25 0.00036839814304364863
27.5 0.0003758637328481185
27.75 0.0003836164607219911
28.0 0.0003899334982488502
28.25 0.00038907208404064214
28.5 0.0003824679084443803
28.75 0.0003810322180973669
29.0 0.0003850521510690045
29.25 0.00039050777438765557
29.5 0.0003973990880533201
29.75 0.0004074489204824142
30.0 0.00042209296202195125
30.25 0.00042209296202195125
30.5 0.0004180730290503136
30.75 0.00041692447677270286
31.0 0.0004154887864256894
31.25 0.0004307071041040319
31.5 0.0004574109445584819
31.75 0.00047205498609801896
32.0 0.00048440192308233455
32.25 0.0004935903413032205
32.5 0.0005024916214547039
32.75 0.0005105314873979791
33.0 0.0005076601067039523
33.25 0.0005019173453158985
33.5 0.0004898575464009856
33.75 0.0004803819901106969
34.0 0.00046803505312638133
34.25 0.00046028232525250875
34.5 0.00045511384000326035
34.75 0.0004588466349054953
35.0 0.0004663122247099652
35.25 0.00045453956386445497
35.5 0.00044822252633759587
35.75 0.0004304199660346292
36.0 0.00039366629315108515
36.25 0.0003663881765578298
36.5 0.0003259017087720508
36.75 0.0002911580023743256
37.0 0.00028168244608403685
37.25 0.00027278116593255355
37.5 0.0002575628482542111
37.75 0.00023602749304900948
38.0 0.00020846223838635143
38.25 0.0001831940882789149
38.5 0.0001590744904490891
38.75 0.00013926196366030363
39.0 0.0001329449261334445
39.25 0.0001257664743983773
39.5 0.00011485522776107517
39.75 0.00010509253340138377
40.0 9.647839131930314e-05
40.25 9.102276800065207e-05
40.5 8.614142082080637e-05
40.75 8.183434977976605e-05
41.0 8.126007364096068e-05
41.25 7.666586453051768e-05
41.5 7.063596507306122e-05
41.75 7.034882700365855e-05
42.0 7.006168893425585e-05
42.25 7.207165542007467e-05
42.5 7.494303611410155e-05
42.75 7.178451735067198e-05
43.0 7.523017418350423e-05
43.25 8.32700401267795e-05
43.5 9.331987255587358e-05
43.75 0.00010853819023421603
44.0 0.00011772660845510205
44.25 0.00012260795563494775
44.5 0.00012777644088419614
44.75 0.00013438061648045796
45.0 0.0001450047250483574
45.25 0.00015821307624088105
45.5 0.0001740056700580289
45.75 0.00019094681615278747
46.0 0.00021822493274604283
46.25 0.0002555528817683923
46.5 0.0002923065546519363
46.75 0.00033020877981309113
47.0 0.00037442804250110507
47.25 0.0004229543762301593
47.5 0.000639456480559786
47.75 0.0008367203342394326
48.0 0.0008295418825043654
48.25 0.0007996795232864858
48.5 0.0006107426736195172
48.75 0.0004378855558390991
49.0 0.00044793538826819315
49.25 0.00046688650084877057
49.5 0.00047894629976368344
49.75 0.0004924417890256098
50.0 0.000495887445858442
50.25 0.0004976102742748581
50.5 0.0005148385584390194
50.75 0.0005254626670069189
51.0 0.0005243141147293082
51.25 0.0005145514203696167
51.5 0.0004878475799151668
51.75 0.00046458939629354904
52.0 0.0004594209110443007
52.25 0.000459133772974898
52.5 0.0004640151201547437
52.75 0.00045339101158684426
53.0 0.00043443989900626684
53.25 0.0004252514807853808
53.5 0.00041692447677270286
53.75 0.0004206572716749378
54.0 0.00041979585746672977
54.25 0.00041003316310703837
54.5 0.000405726092065998
54.75 0.00039883477840033354
55.0 0.0003948148454286959
55.25 0.00039108205052646095
55.5 0.00038390359879139375
55.75 0.00038591356527721256
56.0 0.0003804579419585615
56.25 0.0003732794902234943
56.5 0.0003666753146272325
56.75 0.0003491598923936685
57.0 0.00033997147417278253
57.25 0.00033623867927054757
57.5 0.00032705026104966155
57.75 0.0003158518763429567
58.0 0.0003132676337183325
58.25 0.0003115448053019164
58.5 0.00030781201039968147
58.75 0.00030551490584445994
59.0 0.000287999483610896
59.25 0.0002641670238504729
59.5 0.0002406217021594525
59.75 0.00022080917537066702
60.0 0.0002121950332885864
60.25 0.00020587799576172723
60.5 0.00019640243947143855
60.75 0.0001854911928341364
61.0 0.0001760156365438477
61.25 0.00016998573708639126
61.5 0.00015850021431028374
61.75 0.00014615327732596815
62.0 0.0001384005494520956
62.25 0.00012490506019016925
62.5 0.00011169670899764561
62.75 0.00010135973849914884
63.0 9.217132027826282e-05
63.25 8.614142082080637e-05
63.5 7.896296908573918e-05
63.75 7.207165542007467e-05
64.0 6.690317017082629e-05
64.25 6.058613264396715e-05
64.5 5.283340477009458e-05
64.75 4.622922917383276e-05
65.0 4.450640075741663e-05
65.25 4.393212461861125e-05
65.5 4.421926268801394e-05
65.75 4.393212461861125e-05
66.0 4.335784847980588e-05
66.25 4.192215813279244e-05
66.5 4.077360585518169e-05
66.75 4.335784847980588e-05
67.0 4.536781496562469e-05
67.25 4.651636724323544e-05
67.5 4.651636724323544e-05
67.75 4.421926268801394e-05
68.0 4.622922917383276e-05
68.25 5.254626670069189e-05
68.5 6.202182299098059e-05
68.75 7.14973792812693e-05
69.0 7.637872646111498e-05
69.25 8.240862591857144e-05
69.5 9.360701062527627e-05
69.75 0.0001045182572625784
70.0 0.00011341953741406173
70.25 0.00012232081756554506
70.5 0.00013007354543941762
70.75 0.00014414331084014933
71.0 0.0001659658041147536
71.25 0.00019123395422219016
71.5 0.00031068339109370833
71.75 0.00040974602503763565
72.0 0.00039883477840033354
72.25 0.0003862007033466153
72.5 0.00027737537504299656
72.75 0.00018348122634831757
73.0 0.00018520405476473372
73.25 0.00018003556951548533
73.5 0.0001806098456542907
73.75 0.00017946129337667995
74.0 0.00018405550248712295
74.25 0.00018893684966696865
74.5 0.0001831940882789149
74.75 0.00018348122634831757
75.0 0.00018778829738935792
75.25 0.00018778829738935792
75.5 0.0001972638536796466
75.75 0.00020128378665128422
76.0 0.00019439247298561974
76.25 0.00019611530140203586
76.5 0.0001946796110550224
76.75 0.00018922398773637135
77.0 0.0001900854019445794
77.25 0.0001900854019445794
77.5 0.00018951112580577404
77.75 0.00019295678263860628
78.0 0.00019410533491621705
78.25 0.00019152109229159285
78.5 0.00018491691669533103
78.75 0.00017802560302966652
79.0 0.000175728498474445
79.25 0.00017745132689086113
79.5 0.00018606546897294177
79.75 0.00018893684966696865
80.0 0.00018462977862592834
80.25 0.0001788870172378746
80.5 0.00016826290866997512
80.75 0.00016510438990654556
81.0 0.00017027287515579393
81.25 0.000171134289364002
81.5 0.00016969859901698857
81.75 0.00016998573708639126
82.0 0.00016309442342072675
82.25 0.00015821307624088105
82.5 0.00015562883361625686
82.75 0.00014816324381178696
83.0 0.00014701469153417622
83.25 0.00014443044890955203
83.5 0.0001406976540073171
83.75 0.00013667772103567947
84.0 0.00012461792212076656
84.25 0.00011313239934465904
84.5 0.00010135973849914884
84.75 9.303273448647088e-05
85.0 8.872566344543057e-05
85.25 8.212148784916875e-05
85.5 7.781441680812843e-05
85.75 7.178451735067198e-05
86.0 6.460606561560478e-05
86.25 6.029899457456446e-05
86.5 5.22591286312892e-05
86.75 4.5080676896222005e-05
87.0 4.192215813279244e-05
87.25 3.7615087091752116e-05
87.5 3.4743706397725236e-05
87.75 3.359515412011449e-05
88.0 3.4169430258919866e-05
88.25 3.445656832832255e-05
88.5 3.187232570369836e-05
88.75 2.8713806940268794e-05
89.0 2.498101203803385e-05
89.25 2.2971045552215033e-05
89.5 2.0673940996993532e-05
89.75 1.7515422233563964e-05
90.0 1.7515422233563964e-05
90.25 1.636686995595321e-05
90.5 1.5505455747745147e-05
90.75 1.6941146094758587e-05
91.0 1.8376836441772028e-05
91.25 2.1248217135798908e-05
91.5 2.469387396863116e-05
91.75 2.61295643156446e-05
92.0 2.5842426246241913e-05
92.25 2.7278116593255353e-05
92.5 2.900094500967148e-05
92.75 2.8713806940268794e-05
93.0 2.9575221148476858e-05
93.25 2.8139530801463418e-05
93.5 2.900094500967148e-05
93.75 3.4743706397725236e-05
94.0 4.364498654920856e-05
94.25 5.369481897830264e-05
94.5 5.94375803663564e-05
94.75 6.202182299098059e-05
95.0 6.317037526859134e-05
95.25 7.14973792812693e-05
95.5 0.00014155906821552514
95.75 0.000207026548039338
96.0 0.00020760082417814338
96.25 0.0001992738201654654
96.5 0.00013409347841105527
96.75 7.092310314246391e-05
97.0 6.92002747260478e-05
97.25 6.948741279545047e-05
97.5 6.977455086485316e-05
97.75 7.14973792812693e-05
98.0 7.178451735067198e-05
98.25 7.322020769768542e-05
98.5 7.350734576708811e-05
98.75 7.60915883917123e-05
99.0 7.925010715514187e-05
99.25 8.183434977976605e-05
99.5 7.657015184071679e-05
99.75 6.699888286062719e-05
